scientific_name,quality.indic,FID,subsample_count,specimen_number,subsample_weight,remaining_weight,weight,cruise,ship,haul,collection,latitude,longitude,itis_tsn,sex,is_random_sample,standard_length,fork_length,total_length,mantle_length,start_latitude,start_longitude,stop_latitude,stop_longitude,equilibrium_time.utc,equilibrium_time.pacific,haulback_time.utc,haulback_time.pacific,surface_temp,surface_temp_method,ship_spd_through_water,presence_only,beginTransect,endTransect,quality.indic2,quality.indic3
Sardinops sagax,-0.092,169,51,34,9.527,0,0.171,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,228,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,170,51,35,9.527,0,0.193,200307,FR,9,2011,43.983,-125.0215,161729,female,Y,235,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,171,51,36,9.527,0,0.243,200307,FR,9,2011,43.983,-125.0215,161729,female,Y,249,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,172,51,37,9.527,0,0.177,200307,FR,9,2011,43.983,-125.0215,161729,female,Y,221,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,173,51,38,9.527,0,0.102,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,191,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,174,51,39,9.527,0,0.136,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,208,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,175,51,40,9.527,0,0.125,200307,FR,9,2011,43.983,-125.0215,161729,female,Y,195,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,176,51,41,9.527,0,0.117,200307,FR,9,2011,43.983,-125.0215,161729,female,Y,193,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,177,51,42,9.527,0,0.108,200307,FR,9,2011,43.983,-125.0215,161729,female,Y,196,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,178,51,43,9.527,0,0.105,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,194,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,179,51,44,9.527,0,0.229,200307,FR,9,2011,43.983,-125.0215,161729,female,Y,247,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,180,51,45,9.527,0,0.116,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,199,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,181,51,46,9.527,0,0.208,200307,FR,9,2011,43.983,-125.0215,161729,female,Y,245,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,182,51,47,9.527,0,0.201,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,244,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,183,51,48,9.527,0,0.208,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,236,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,184,51,49,9.527,0,0.153,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,219,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,185,51,50,9.527,0,0.218,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,243,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.092,186,51,51,9.527,0,0.105,200307,FR,9,2011,43.983,-125.0215,161729,male,Y,197,,,,43.983,-125.0215,44.0095,-124.9588,2003-07-10T07:36:00Z,2003-07-10T07:36:00Z,2003-07-10T08:06:00Z,2003-07-10T08:06:00Z,13.8,bucket,3.5,N,"-125.0215,43.983","-124.9588,44.0095",-0.092,-0.092
Sardinops sagax,-0.214,382,22,2,3.984,0,0.157,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,223,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,383,22,3,3.984,0,0.209,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,244,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,384,22,4,3.984,0,0.229,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,248,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,385,22,5,3.984,0,0.177,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,237,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,386,22,6,3.984,0,0.158,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,225,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,387,22,7,3.984,0,0.215,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,245,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,388,22,8,3.984,0,0.22,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,242,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,389,22,9,3.984,0,0.123,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,201,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,390,22,10,3.984,0,0.142,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,212,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,391,22,11,3.984,0,0.209,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,244,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,392,22,12,3.984,0,0.208,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,247,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,393,22,13,3.984,0,0.228,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,249,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,394,22,14,3.984,0,0.178,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,229,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,395,22,15,3.984,0,0.191,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,238,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,396,22,16,3.984,0,0.157,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,218,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,397,22,17,3.984,0,0.237,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,249,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,398,22,18,3.984,0,0.178,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,237,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,399,22,19,3.984,0,0.157,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,230,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,400,22,20,3.984,0,0.125,200307,FR,23,2025,44.8683,-124.23,161729,male,Y,206,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
Sardinops sagax,-0.214,401,22,21,3.984,0,0.109,200307,FR,23,2025,44.8683,-124.23,161729,female,Y,198,,,,44.8683,-124.23,44.8916,-124.224,2003-07-18T04:23:00Z,2003-07-18T04:23:00Z,2003-07-18T04:53:00Z,2003-07-18T04:53:00Z,15.9,bucket,3.6,N,"-124.23,44.8683","-124.224,44.8916",-0.214,-0.214
