scientific_name,quality.indic,FID,subsample_count,specimen_number,subsample_weight,remaining_weight,weight,cruise,ship,haul,collection,latitude,longitude,itis_tsn,sex,is_random_sample,standard_length,fork_length,total_length,mantle_length,start_latitude,start_longitude,stop_latitude,stop_longitude,equilibrium_time.utc,equilibrium_time.pacific,haulback_time.utc,haulback_time.pacific,surface_temp,surface_temp_method,ship_spd_through_water,presence_only,beginTransect,endTransect,quality.indic2
Sardinops sagax,9.885,789,50,36,10.983,63.6,0.235,200307,FR,34,2036,44.0143,-124.4481,161729,female,Y,251,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,790,50,37,10.983,63.6,0.242,200307,FR,34,2036,44.0143,-124.4481,161729,male,Y,260,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,791,50,38,10.983,63.6,0.223,200307,FR,34,2036,44.0143,-124.4481,161729,male,Y,255,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,792,50,39,10.983,63.6,0.286,200307,FR,34,2036,44.0143,-124.4481,161729,female,Y,274,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,793,50,40,10.983,63.6,0.21,200307,FR,34,2036,44.0143,-124.4481,161729,male,Y,250,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,794,50,41,10.983,63.6,0.208,200307,FR,34,2036,44.0143,-124.4481,161729,female,Y,248,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,795,50,42,10.983,63.6,0.2,200307,FR,34,2036,44.0143,-124.4481,161729,female,Y,241,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,796,50,43,10.983,63.6,0.198,200307,FR,34,2036,44.0143,-124.4481,161729,female,Y,243,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,797,50,44,10.983,63.6,0.2,200307,FR,34,2036,44.0143,-124.4481,161729,male,Y,243,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,798,50,45,10.983,63.6,0.237,200307,FR,34,2036,44.0143,-124.4481,161729,male,Y,260,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,799,50,46,10.983,63.6,0.202,200307,FR,34,2036,44.0143,-124.4481,161729,female,Y,245,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,800,50,47,10.983,63.6,0.216,200307,FR,34,2036,44.0143,-124.4481,161729,female,Y,243,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,801,50,48,10.983,63.6,0.199,200307,FR,34,2036,44.0143,-124.4481,161729,male,Y,247,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,802,50,49,10.983,63.6,0.208,200307,FR,34,2036,44.0143,-124.4481,161729,male,Y,240,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
Sardinops sagax,9.885,803,50,50,10.983,63.6,0.21,200307,FR,34,2036,44.0143,-124.4481,161729,female,Y,245,,,,44.0143,-124.4481,43.9728,-124.4473,2003-07-20T11:13:00Z,2003-07-20T11:13:00Z,2003-07-20T11:43:00Z,2003-07-20T11:43:00Z,15.7,TSG,3.4,N,"-124.4481,44.0143","-124.4473,43.9728",9.885
