cruise,ship,haul,collection,latitude,longitude,time,itis_tsn,scientific_name,length_class,length_type,male,female,sex_Undetermined
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,162097,"Leuroglossus stilbius",50,FL,0,0,3
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,162097,"Leuroglossus stilbius",60,FL,0,0,1
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,162097,"Leuroglossus stilbius",80,FL,0,0,1
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,162097,"Leuroglossus stilbius",90,FL,0,0,2
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,162097,"Leuroglossus stilbius",100,FL,0,0,1
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,162097,"Leuroglossus stilbius",110,FL,0,0,1
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,623380,"Bathylagoides (Bathylagus) wesethi",30,FL,0,0,3
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,623380,"Bathylagoides (Bathylagus) wesethi",40,FL,0,0,4
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,623380,"Bathylagoides (Bathylagus) wesethi",50,FL,0,0,2
200604,OD,26,2356,32.509,-118.2283,2006-05-03T04:10:00-07,623380,"Bathylagoides (Bathylagus) wesethi",60,FL,0,0,1
200604,OD,29,2359,30.8323,-121.576,2006-05-04T01:21:00-07,165609,"Cololabis saira",120,FL,0,0,1
200604,OD,29,2359,30.8323,-121.576,2006-05-04T01:21:00-07,165609,"Cololabis saira",140,FL,0,0,2
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",230,ML,0,0,1
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",240,ML,0,0,1
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",290,ML,0,0,1
200706,MF,10,2295,43.9866,-125.3783,2007-06-09T02:07:00-07,82442,"Onychoteuthis borealijaponicus",140,ML,0,0,1
200706,MF,10,2295,43.9866,-125.3783,2007-06-09T02:07:00-07,82442,"Onychoteuthis borealijaponicus",150,ML,0,0,5
200706,MF,10,2295,43.9866,-125.3783,2007-06-09T02:07:00-07,82442,"Onychoteuthis borealijaponicus",160,ML,0,0,4
200706,MF,10,2295,43.9866,-125.3783,2007-06-09T02:07:00-07,82442,"Onychoteuthis borealijaponicus",170,ML,0,0,4
200706,MF,10,2295,43.9866,-125.3783,2007-06-09T02:07:00-07,82442,"Onychoteuthis borealijaponicus",180,ML,0,0,3
200706,MF,10,2295,43.9866,-125.3783,2007-06-09T02:07:00-07,82442,"Onychoteuthis borealijaponicus",200,ML,0,0,2
200706,MF,10,2295,43.9866,-125.3783,2007-06-09T02:07:00-07,82442,"Onychoteuthis borealijaponicus",230,ML,0,0,1
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,164792,"Merluccius productus",260,SL,0,0,1
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,164792,"Merluccius productus",280,SL,0,0,6
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,164792,"Merluccius productus",290,SL,0,0,13
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,164792,"Merluccius productus",300,SL,0,0,11
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,164792,"Merluccius productus",310,SL,0,0,9
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,164792,"Merluccius productus",320,SL,0,0,8
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,164792,"Merluccius productus",330,SL,0,0,2
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,168586,"Trachurus symmetricus",560,FL,1,0,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",230,FL,1,2,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",240,FL,3,1,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",250,FL,1,3,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",270,FL,1,1,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",280,FL,2,0,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",290,FL,3,0,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",370,FL,1,0,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",300,FL,0,3,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",310,FL,3,3,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",320,FL,4,4,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",330,FL,4,2,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",340,FL,4,3,0
200706,MF,14,2299,43.0031,-124.908,2007-06-10T04:13:00-07,172412,"Scomber japonicus",350,FL,1,0,0
200804,JD,1,2300,33.0688,-117.759,2008-04-12T20:34:00-07,172565,"Peprilus simillimus",120,FL,0,0,3
200804,JD,1,2300,33.0688,-117.759,2008-04-12T20:34:00-07,172565,"Peprilus simillimus",130,FL,0,0,4
200804,JD,1,2300,33.0688,-117.759,2008-04-12T20:34:00-07,172565,"Peprilus simillimus",140,FL,0,0,1
200804,JD,1,2300,33.0688,-117.759,2008-04-12T20:34:00-07,172565,"Peprilus simillimus",150,FL,0,0,1
200804,JD,1,2300,33.0688,-117.759,2008-04-12T20:34:00-07,173414,"Mola mola",410,TL,0,0,1
200804,JD,1,2300,33.0688,-117.759,2008-04-12T20:34:00-07,173414,"Mola mola",440,TL,0,0,1
200804,JD,1,2300,33.0688,-117.759,2008-04-12T20:34:00-07,173414,"Mola mola",450,TL,0,0,1
200804,JD,3,2302,31.7641,-120.4141,2008-04-13T20:58:00-07,82538,"Dosidicus gigas",470,ML,0,0,1
200804,JD,3,2302,31.7641,-120.4141,2008-04-13T20:58:00-07,82538,"Dosidicus gigas",510,ML,0,0,2
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",370,FL,0,1,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",380,FL,1,0,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",400,FL,0,1,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",410,FL,1,0,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",420,FL,2,0,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",430,FL,0,1,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",440,FL,1,0,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",510,FL,1,0,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",520,FL,1,0,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",530,FL,0,3,0
200804,JD,5,2304,31.5053,-120.8825,2008-04-14T03:58:00-07,168586,"Trachurus symmetricus",580,FL,0,1,0
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,82538,"Dosidicus gigas",430,ML,0,0,1
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,82538,"Dosidicus gigas",490,ML,0,0,1
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,168586,"Trachurus symmetricus",330,FL,1,0,0
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,168586,"Trachurus symmetricus",350,FL,0,2,0
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,168586,"Trachurus symmetricus",360,FL,2,1,0
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,168586,"Trachurus symmetricus",370,FL,0,3,0
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,168586,"Trachurus symmetricus",380,FL,0,2,0
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,168586,"Trachurus symmetricus",390,FL,0,1,0
200804,JD,17,2316,34.0853,-122.0283,2008-04-21T21:01:00-07,168586,"Trachurus symmetricus",410,FL,0,1,0
200604,OD,29,2359,30.8323,-121.576,2006-05-04T01:21:00-07,165609,"Cololabis saira",160,FL,0,0,2
200604,OD,29,2359,30.8323,-121.576,2006-05-04T01:21:00-07,165609,"Cololabis saira",180,FL,0,0,1
200604,OD,29,2359,30.8323,-121.576,2006-05-04T01:21:00-07,168586,"Trachurus symmetricus",77,FL,0,0,1
200604,OD,29,2359,30.8323,-121.576,2006-05-04T01:21:00-07,170289,"Brama japonica",500,FL,0,0,1
200604,OD,32,2362,34.1468,-121.1318,2006-05-05T06:41:00-07,173414,"Mola mola",420,FL,0,0,1
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,168586,"Trachurus symmetricus",250,FL,0,1,0
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,168586,"Trachurus symmetricus",260,FL,3,1,0
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,168586,"Trachurus symmetricus",270,FL,1,2,0
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,168586,"Trachurus symmetricus",280,FL,1,3,0
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,168586,"Trachurus symmetricus",290,FL,1,1,0
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,168586,"Trachurus symmetricus",300,FL,0,2,0
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,168586,"Trachurus symmetricus",310,FL,0,2,0
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,172412,"Scomber japonicus",220,FL,0,0,1
200604,OD,34,2364,35.2883,-121.9528,2006-05-05T21:11:00-07,172412,"Scomber japonicus",230,FL,0,0,1
200604,OD,40,2370,35.9286,-123.8863,2006-05-07T04:57:00-07,168586,"Trachurus symmetricus",300,FL,1,0,0
200604,OD,40,2370,35.9286,-123.8863,2006-05-07T04:57:00-07,168586,"Trachurus symmetricus",320,FL,0,0,1
200604,OD,40,2370,35.9286,-123.8863,2006-05-07T04:57:00-07,168586,"Trachurus symmetricus",340,FL,1,1,0
200604,OD,40,2370,35.9286,-123.8863,2006-05-07T04:57:00-07,168586,"Trachurus symmetricus",360,FL,2,0,0
200604,OD,40,2370,35.9286,-123.8863,2006-05-07T04:57:00-07,172412,"Scomber japonicus",230,FL,1,0,0
200604,OD,40,2370,35.9286,-123.8863,2006-05-07T04:57:00-07,172412,"Scomber japonicus",240,FL,1,1,0
200704,JD,1,2262,33.0451,-117.8065,2007-04-19T20:30:00-07,172565,"Peprilus simillimus",100,FL,0,0,8
200704,JD,1,2262,33.0451,-117.8065,2007-04-19T20:30:00-07,172565,"Peprilus simillimus",110,FL,0,0,26
200704,JD,1,2262,33.0451,-117.8065,2007-04-19T20:30:00-07,172565,"Peprilus simillimus",130,FL,0,0,22
200704,JD,1,2262,33.0451,-117.8065,2007-04-19T20:30:00-07,172565,"Peprilus simillimus",140,FL,0,0,2
200704,JD,1,2262,33.0451,-117.8065,2007-04-19T20:30:00-07,172565,"Peprilus simillimus",150,FL,0,0,1
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",220,FL,2,1,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",230,FL,1,4,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",240,FL,4,0,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",250,FL,2,3,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",260,FL,4,4,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",270,FL,5,5,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",350,FL,0,2,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",360,FL,1,1,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",370,FL,1,0,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",390,FL,1,0,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",280,FL,5,2,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",290,FL,4,1,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",300,FL,4,2,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",320,FL,3,1,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",330,FL,1,2,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,168586,"Trachurus symmetricus",340,FL,0,2,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,172412,"Scomber japonicus",240,FL,1,0,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,172412,"Scomber japonicus",250,FL,0,4,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,172412,"Scomber japonicus",260,FL,1,1,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,172412,"Scomber japonicus",280,FL,0,2,0
200704,JD,14,2275,35.796,-124.1873,2007-04-28T21:50:00-07,172412,"Scomber japonicus",300,FL,1,0,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",210,FL,0,1,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",220,FL,2,0,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",230,FL,5,3,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",240,FL,4,2,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",250,FL,2,3,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",260,FL,1,3,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",350,FL,0,3,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",360,FL,1,4,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",370,FL,0,2,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",270,FL,0,1,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",280,FL,0,1,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",290,FL,1,2,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",310,FL,1,0,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",330,FL,0,3,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,168586,"Trachurus symmetricus",340,FL,2,2,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,172412,"Scomber japonicus",240,FL,1,2,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,172412,"Scomber japonicus",250,FL,0,1,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,172412,"Scomber japonicus",260,FL,0,1,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,172412,"Scomber japonicus",270,FL,0,2,0
200704,JD,15,2276,35.6028,-124.5081,2007-04-29T03:20:00-07,172412,"Scomber japonicus",280,FL,1,0,0
200704,JD,18,2279,35.7481,-125.244,2007-04-30T04:48:00-07,168586,"Trachurus symmetricus",260,FL,1,0,0
200704,JD,18,2279,35.7481,-125.244,2007-04-30T04:48:00-07,168586,"Trachurus symmetricus",330,FL,0,1,0
200704,JD,18,2279,35.7481,-125.244,2007-04-30T04:48:00-07,168586,"Trachurus symmetricus",350,FL,1,1,0
200704,JD,18,2279,35.7481,-125.244,2007-04-30T04:48:00-07,168586,"Trachurus symmetricus",360,FL,3,2,0
200704,JD,18,2279,35.7481,-125.244,2007-04-30T04:48:00-07,168586,"Trachurus symmetricus",370,FL,1,1,0
200704,JD,18,2279,35.7481,-125.244,2007-04-30T04:48:00-07,168586,"Trachurus symmetricus",380,FL,2,2,0
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,82371,"Doryteuthis (Loligo) opalescens",50,ML,0,0,1
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,82371,"Doryteuthis (Loligo) opalescens",60,ML,0,0,7
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,82371,"Doryteuthis (Loligo) opalescens",70,ML,0,0,10
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,82371,"Doryteuthis (Loligo) opalescens",80,ML,0,1,21
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,82371,"Doryteuthis (Loligo) opalescens",90,ML,0,2,9
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,82371,"Doryteuthis (Loligo) opalescens",100,ML,0,1,1
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,162053,"Allosmerus elongatus",90,FL,0,0,14
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,162053,"Allosmerus elongatus",100,FL,0,0,24
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,162053,"Allosmerus elongatus",110,FL,0,0,7
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,162053,"Allosmerus elongatus",120,FL,0,0,6
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",100,FL,0,0,3
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",110,FL,0,0,7
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",120,FL,0,0,14
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",130,FL,0,0,14
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",140,FL,0,0,7
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",150,FL,0,0,2
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",160,FL,0,0,1
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",170,FL,0,0,1
200706,MF,1,2286,46.988,-124.3291,2007-06-05T21:58:00-07,551209,"Clupea pallasii",210,FL,0,0,1
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",140,ML,0,0,2
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",170,ML,0,0,2
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",180,ML,0,0,1
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",190,ML,0,0,1
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",200,ML,0,0,5
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",210,ML,0,0,4
200706,MF,6,2291,45.0033,-125.8405,2007-06-07T22:04:00-07,82442,"Onychoteuthis borealijaponicus",220,ML,0,0,1
200804,JD,23,2322,34.3496,-122.227,2008-04-24T05:33:00-07,168586,"Trachurus symmetricus",380,FL,0,1,0
200804,JD,23,2322,34.3496,-122.227,2008-04-24T05:33:00-07,168586,"Trachurus symmetricus",410,FL,1,0,0
200804,JD,28,2327,35.2971,-121.9626,2008-04-26T22:09:00-07,168586,"Trachurus symmetricus",280,FL,0,1,0
200804,JD,28,2327,35.2971,-121.9626,2008-04-26T22:09:00-07,168586,"Trachurus symmetricus",300,FL,0,1,0
